0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2016-4-13
1020
001
DataNumber:	4830
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 3003	  9.9280	  7.2500	   9.826	 600.795
 3004	  9.9280	  7.2520	   9.829	 600.995
 3005	  9.9280	  7.2540	   9.832	 601.195
 3006	  9.9280	  7.2580	   9.835	 601.395
 3007	  9.9280	  7.2600	   9.839	 601.595
 3008	  9.9280	  7.2640	   9.842	 601.795
 3009	  9.9280	  7.2660	   9.845	 601.995
 3010	  9.9280	  7.2680	   9.849	 602.195
 3011	  9.9280	  7.2720	   9.852	 602.395
 3012	  9.9280	  7.2740	   9.855	 602.595
 3013	  9.9280	  7.2780	   9.859	 602.795
 3014	  9.9280	  7.2800	   9.863	 602.995
 3015	  9.9320	  7.2840	   9.865	 603.195
 3016	  9.9320	  7.2860	   9.869	 603.395
 3017	  9.9280	  7.2880	   9.872	 603.595
 3018	  9.9280	  7.2920	   9.875	 603.795
 3019	  9.9320	  7.2960	   9.879	 603.995
 3020	  9.9320	  7.2980	   9.882	 604.195
 3021	  9.9320	  7.3000	   9.885	 604.395
 3022	  9.9320	  7.3020	   9.889	 604.595
 3023	  9.9320	  7.3060	   9.892	 604.795
 3024	  9.9320	  7.3060	   9.895	 604.995
 3025	  9.9320	  7.3080	   9.899	 605.195
 3026	  9.9320	  7.3100	   9.903	 605.395
 3027	  9.9320	  7.3140	   9.906	 605.595
 3028	  9.9320	  7.3160	   9.909	 605.795
 3029	  9.9320	  7.3200	   9.912	 605.995
 3030	  9.9320	  7.3220	   9.916	 606.195
 3031	  9.9320	  7.3260	   9.919	 606.395
 3032	  9.9320	  7.3280	   9.922	 606.595
 3033	  9.9360	  7.3280	   9.926	 606.795
 3034	  9.9360	  7.3340	   9.929	 606.995
 3035	  9.9360	  7.3340	   9.932	 607.195
 3036	  9.9360	  7.3400	   9.936	 607.395
 3037	  9.9360	  7.3420	   9.939	 607.595
 3038	  9.9360	  7.3460	   9.943	 607.795
 3039	  9.9360	  7.3480	   9.946	 607.995
 3040	  9.9360	  7.3500	   9.949	 608.195
 3041	  9.9360	  7.3540	   9.952	 608.395
 3042	  9.9360	  7.3560	   9.956	 608.595
 3043	  9.9360	  7.3600	   9.959	 608.795
 3044	  9.9400	  7.3640	   9.962	 608.995
 3045	  9.9400	  7.3660	   9.966	 609.195
 3046	  9.9400	  7.3680	   9.969	 609.395
 3047	  9.9400	  7.3720	   9.972	 609.595
 3048	  9.9400	  7.3740	   9.976	 609.795
 3049	  9.9400	  7.3780	   9.979	 609.995
 3050	  9.9400	  7.3800	   9.983	 610.195
 3051	  9.9400	  7.3820	   9.986	 610.395
 3052	  9.9400	  7.3860	   9.989	 610.595
 3053	  9.9400	  7.3880	   9.992	 610.795
 3054	  9.9360	  7.3920	   9.995	 610.995
 3055	  9.9400	  7.3940	   9.999	 611.195
 3056	  9.9400	  7.3980	  10.002	 611.395
 3057	  9.9400	  7.4000	  10.005	 611.595
 3058	  9.9440	  7.4020	  10.009	 611.795
 3059	  9.9400	  7.4060	  10.011	 611.995
 3060	  9.9400	  7.4100	  10.015	 612.195
 3061	  9.9400	  7.4120	  10.019	 612.395
 3062	  9.9440	  7.4140	  10.021	 612.595
 3063	  9.9440	  7.4180	  10.025	 612.795
 3064	  9.9440	  7.4200	  10.028	 612.995
 3065	  9.9440	  7.4220	  10.031	 613.195
 3066	  9.9440	  7.4260	  10.035	 613.395
 3067	  9.9440	  7.4280	  10.037	 613.595
 3068	  9.9440	  7.4320	  10.041	 613.795
 3069	  9.9440	  7.4340	  10.044	 613.995
 3070	  9.9480	  7.4380	  10.047	 614.195
 3071	  9.9440	  7.4400	  10.051	 614.395
 3072	  9.9480	  7.4440	  10.054	 614.595
 3073	  9.9480	  7.4460	  10.057	 614.795
 3074	  9.9480	  7.4480	  10.060	 614.995
 3075	  9.9440	  7.4520	  10.064	 615.195
 3076	  9.9480	  7.4540	  10.068	 615.395
 3077	  9.9480	  7.4560	  10.070	 615.595
 3078	  9.9480	  7.4600	  10.074	 615.795
 3079	  9.9440	  7.4620	  10.077	 615.995
 3080	  9.9480	  7.4660	  10.080	 616.195
 3081	  9.9480	  7.4680	  10.084	 616.395
 3082	  9.9480	  7.4720	  10.087	 616.595
 3083	  9.9480	  7.4740	  10.090	 616.795
 3084	  9.9480	  7.4780	  10.094	 616.995
 3085	  9.9480	  7.4800	  10.096	 617.195
 3086	  9.9480	  7.4820	  10.100	 617.395
 3087	  9.9480	  7.4860	  10.104	 617.595
 3088	  9.9520	  7.4880	  10.106	 617.795
 3089	  9.9480	  7.4920	  10.110	 617.995
 3090	  9.9520	  7.4940	  10.114	 618.195
 3091	  9.9520	  7.4980	  10.116	 618.395
 3092	  9.9520	  7.5000	  10.120	 618.595
 3093	  9.9520	  7.5040	  10.122	 618.795
 3094	  9.9520	  7.5060	  10.126	 618.995
 3095	  9.9520	  7.5080	  10.130	 619.195
 3096	  9.9520	  7.5120	  10.132	 619.395
 3097	  9.9560	  7.5140	  10.136	 619.595
 3098	  9.9520	  7.5180	  10.139	 619.795
 3099	  9.9520	  7.5220	  10.142	 619.995
 3100	  9.9520	  7.5240	  10.145	 620.195
 3101	  9.9520	  7.5260	  10.149	 620.395
 3102	  9.9520	  7.5300	  10.153	 620.595
 3103	  9.9560	  7.5320	  10.155	 620.795
 3104	  9.9520	  7.5340	  10.159	 620.995
 3105	  9.9520	  7.5380	  10.161	 621.195
 3106	  9.9520	  7.5400	  10.165	 621.395
 3107	  9.9520	  7.5443	  10.169	 621.595
 3108	  9.9560	  7.5468	  10.171	 621.795
 3109	  9.9560	  7.5505	  10.175	 621.995
 3110	  9.9560	  7.5530	  10.177	 622.195
 3111	  9.9560	  7.5568	  10.181	 622.395
 3112	  9.9560	  7.5605	  10.185	 622.595
 3113	  9.9560	  7.5630	  10.188	 622.795
 3114	  9.9520	  7.5668	  10.191	 622.995
 3115	  9.9520	  7.5693	  10.194	 623.195
 3116	  9.9520	  7.5730	  10.198	 623.395
 3117	  9.9520	  7.5755	  10.200	 623.595
 3118	  9.9560	  7.5793	  10.204	 623.795
 3119	  9.9560	  7.5830	  10.207	 623.995
 3120	  9.9560	  7.5855	  10.210	 624.195
 3121	  9.9560	  7.5893	  10.214	 624.395
 3122	  9.9560	  7.5930	  10.217	 624.595
 3123	  9.9560	  7.5955	  10.220	 624.795
 3124	  9.9600	  7.5993	  10.224	 624.995
 3125	  9.9600	  7.6018	  10.226	 625.195
 3126	  9.9600	  7.6055	  10.230	 625.395
 3127	  9.9600	  7.6093	  10.234	 625.595
 3128	  9.9600	  7.6118	  10.236	 625.795
 3129	  9.9600	  7.6155	  10.240	 625.995
 3130	  9.9600	  7.6193	  10.244	 626.195
 3131	  9.9600	  7.6218	  10.246	 626.395
 3132	  9.9600	  7.6255	  10.250	 626.595
 3133	  9.9600	  7.6280	  10.252	 626.795
 3134	  9.9600	  7.6318	  10.256	 626.995
 3135	  9.9640	  7.6355	  10.260	 627.195
 3136	  9.9640	  7.6380	  10.262	 627.395
 3137	  9.9640	  7.6418	  10.266	 627.595
 3138	  9.9640	  7.6455	  10.270	 627.795
 3139	  9.9640	  7.6480	  10.273	 627.995
 3140	  9.9640	  7.6518	  10.276	 628.195
 3141	  9.9640	  7.6543	  10.279	 628.395
 3142	  9.9640	  7.6580	  10.282	 628.595
 3143	  9.9640	  7.6618	  10.286	 628.795
 3144	  9.9640	  7.6643	  10.289	 628.995
 3145	  9.9640	  7.6680	  10.292	 629.195
 3146	  9.9640	  7.6705	  10.295	 629.395
 3147	  9.9640	  7.6743	  10.299	 629.595
 3148	  9.9640	  7.6780	  10.302	 629.795
 3149	  9.9640	  7.6805	  10.305	 629.995
 3150	  9.9640	  7.6843	  10.309	 630.195
 3151	  9.9640	  7.6880	  10.312	 630.395
 3152	  9.9640	  7.6905	  10.315	 630.595
 3153	  9.9640	  7.6943	  10.319	 630.795
 3154	  9.9640	  7.6968	  10.321	 630.995
 3155	  9.9640	  7.7005	  10.325	 631.195
 3156	  9.9640	  7.7043	  10.329	 631.395
 3157	  9.9680	  7.7068	  10.331	 631.595
 3158	  9.9680	  7.7105	  10.335	 631.795
 3159	  9.9680	  7.7130	  10.337	 631.995
 3160	  9.9680	  7.7168	  10.341	 632.195
 3161	  9.9680	  7.7205	  10.345	 632.395
 3162	  9.9680	  7.7230	  10.347	 632.595
 3163	  9.9680	  7.7268	  10.351	 632.795
 3164	  9.9680	  7.7305	  10.355	 632.995
 3165	  9.9680	  7.7330	  10.358	 633.195
 3166	  9.9680	  7.7368	  10.361	 633.395
 3167	  9.9680	  7.7393	  10.364	 633.595
 3168	  9.9680	  7.7430	  10.367	 633.795
 3169	  9.9680	  7.7468	  10.371	 633.995
 3170	  9.9680	  7.7493	  10.374	 634.195
 3171	  9.9680	  7.7530	  10.377	 634.395
 3172	  9.9720	  7.7555	  10.380	 634.595
 3173	  9.9720	  7.7593	  10.384	 634.795
 3174	  9.9680	  7.7630	  10.387	 634.995
 3175	  9.9680	  7.7655	  10.390	 635.195
 3176	  9.9720	  7.7693	  10.394	 635.395
 3177	  9.9720	  7.7730	  10.398	 635.595
 3178	  9.9680	  7.7755	  10.400	 635.795
 3179	  9.9720	  7.7793	  10.404	 635.995
 3180	  9.9720	  7.7830	  10.407	 636.195
 3181	  9.9720	  7.7855	  10.410	 636.395
 3182	  9.9720	  7.7893	  10.414	 636.595
 3183	  9.9720	  7.7930	  10.417	 636.795
 3184	  9.9720	  7.7955	  10.420	 636.995
 3185	  9.9720	  7.7993	  10.424	 637.195
 3186	  9.9720	  7.8018	  10.426	 637.395
 3187	  9.9720	  7.8055	  10.430	 637.595
 3188	  9.9720	  7.8093	  10.434	 637.795
 3189	  9.9720	  7.8118	  10.436	 637.995
 3190	  9.9720	  7.8155	  10.440	 638.195
 3191	  9.9720	  7.8193	  10.444	 638.395
 3192	  9.9760	  7.8218	  10.446	 638.595
 3193	  9.9720	  7.8255	  10.450	 638.795
 3194	  9.9720	  7.8280	  10.452	 638.995
 3195	  9.9760	  7.8318	  10.456	 639.195
 3196	  9.9760	  7.8355	  10.460	 639.395
 3197	  9.9760	  7.8380	  10.462	 639.595
 3198	  9.9760	  7.8418	  10.466	 639.795
 3199	  9.9760	  7.8455	  10.470	 639.995
 3200	  9.9760	  7.8480	  10.472	 640.195
 3201	  9.9800	  7.8518	  10.476	 640.395
 3202	  9.9800	  7.8543	  10.479	 640.595
 3203	  9.9760	  7.8580	  10.483	 640.795
 3204	  9.9760	  7.8618	  10.486	 640.995
 3205	  9.9760	  7.8643	  10.489	 641.195
 3206	  9.9760	  7.8680	  10.492	 641.395
 3207	  9.9760	  7.8705	  10.495	 641.595
 3208	  9.9800	  7.8743	  10.499	 641.795
 3209	  9.9760	  7.8780	  10.502	 641.995
 3210	  9.9760	  7.8805	  10.505	 642.195
 3211	  9.9760	  7.8843	  10.509	 642.395
 3212	  9.9760	  7.8880	  10.512	 642.595
 3213	  9.9800	  7.8905	  10.515	 642.795
 3214	  9.9800	  7.8943	  10.519	 642.995
 3215	  9.9760	  7.8980	  10.523	 643.195
 3216	  9.9760	  7.9005	  10.525	 643.395
 3217	  9.9800	  7.9043	  10.529	 643.595
 3218	  9.9800	  7.9068	  10.531	 643.795
 3219	  9.9800	  7.9105	  10.535	 643.995
 3220	  9.9800	  7.9143	  10.539	 644.195
 3221	  9.9800	  7.9168	  10.541	 644.395
 3222	  9.9800	  7.9205	  10.545	 644.595
 3223	  9.9840	  7.9243	  10.549	 644.795
 3224	  9.9840	  7.9268	  10.551	 644.995
 3225	  9.9800	  7.9305	  10.555	 645.195
 3226	  9.9800	  7.9343	  10.559	 645.395
 3227	  9.9800	  7.9368	  10.561	 645.595
 3228	  9.9800	  7.9405	  10.565	 645.795
 3229	  9.9800	  7.9443	  10.569	 645.995
 3230	  9.9800	  7.9468	  10.571	 646.195
 3231	  9.9840	  7.9505	  10.575	 646.395
 3232	  9.9840	  7.9530	  10.577	 646.595
 3233	  9.9840	  7.9568	  10.581	 646.795
 3234	  9.9840	  7.9605	  10.585	 646.995
 3235	  9.9840	  7.9630	  10.587	 647.195
 3236	  9.9840	  7.9668	  10.591	 647.395
 3237	  9.9840	  7.9693	  10.594	 647.595
 3238	  9.9840	  7.9730	  10.597	 647.795
 3239	  9.9840	  7.9768	  10.601	 647.995
 3240	  9.9840	  7.9793	  10.604	 648.195
 3241	  9.9840	  7.9830	  10.608	 648.395
 3242	  9.9840	  7.9868	  10.611	 648.595
 3243	  9.9840	  7.9893	  10.614	 648.795
 3244	  9.9840	  7.9930	  10.617	 648.995
 3245	  9.9880	  7.9955	  10.620	 649.195
 3246	  9.9840	  7.9993	  10.624	 649.395
 3247	  9.9880	  8.0030	  10.627	 649.595
 3248	  9.9840	  8.0055	  10.630	 649.795
 3249	  9.9840	  8.0093	  10.634	 649.995
 3250	  9.9840	  8.0130	  10.637	 650.195
 3251	  9.9880	  8.0155	  10.640	 650.395
 3252	  9.9880	  8.0193	  10.644	 650.595
 3253	  9.9880	  8.0230	  10.648	 650.795
 3254	  9.9880	  8.0255	  10.650	 650.995
 3255	  9.9880	  8.0293	  10.654	 651.195
 3256	  9.9880	  8.0330	  10.657	 651.395
 3257	  9.9880	  8.0355	  10.660	 651.595
 3258	  9.9880	  8.0393	  10.664	 651.795
 3259	  9.9880	  8.0418	  10.666	 651.995
 3260	  9.9880	  8.0455	  10.670	 652.195
 3261	  9.9880	  8.0493	  10.674	 652.395
 3262	  9.9880	  8.0518	  10.676	 652.595
 3263	  9.9880	  8.0555	  10.680	 652.795
 3264	  9.9880	  8.0593	  10.684	 652.995
 3265	  9.9880	  8.0618	  10.686	 653.195
 3266	  9.9880	  8.0655	  10.690	 653.395
 3267	  9.9880	  8.0693	  10.694	 653.595
 3268	  9.9880	  8.0718	  10.696	 653.795
 3269	  9.9880	  8.0755	  10.700	 653.995
 3270	  9.9920	  8.0780	  10.702	 654.195
 3271	  9.9880	  8.0818	  10.706	 654.395
 3272	  9.9920	  8.0855	  10.710	 654.595
 3273	  9.9920	  8.0880	  10.712	 654.795
 3274	  9.9880	  8.0918	  10.716	 654.995
 3275	  9.9920	  8.0955	  10.720	 655.195
 3276	  9.9920	  8.0980	  10.722	 655.395
 3277	  9.9920	  8.1018	  10.726	 655.595
 3278	  9.9920	  8.1055	  10.730	 655.795
 3279	  9.9920	  8.1080	  10.733	 655.995
 3280	  9.9920	  8.1118	  10.736	 656.195
 3281	  9.9920	  8.1143	  10.739	 656.395
 3282	  9.9920	  8.1180	  10.742	 656.595
 3283	  9.9920	  8.1218	  10.746	 656.795
 3284	  9.9920	  8.1243	  10.749	 656.995
 3285	  9.9920	  8.1280	  10.752	 657.195
 3286	  9.9920	  8.1318	  10.756	 657.395
 3287	  9.9920	  8.1343	  10.759	 657.595
 3288	  9.9920	  8.1380	  10.762	 657.795
 3289	  9.9920	  8.1418	  10.766	 657.995
 3290	  9.9920	  8.1443	  10.769	 658.195
 3291	  9.9920	  8.1480	  10.773	 658.395
 3292	  9.9920	  8.1518	  10.776	 658.595
 3293	  9.9920	  8.1543	  10.779	 658.795
 3294	  9.9960	  8.1580	  10.782	 658.995
 3295	  9.9920	  8.1618	  10.786	 659.195
 3296	  9.9920	  8.1643	  10.789	 659.395
 3297	  9.9960	  8.1680	  10.792	 659.595
 3298	  9.9960	  8.1718	  10.796	 659.795
 3299	  9.9960	  8.1743	  10.799	 659.995
 3300	  9.9960	  8.1780	  10.802	 660.195
 3301	  9.9960	  8.1805	  10.805	 660.395
 3302	  9.9960	  8.1843	  10.809	 660.595
 3303	  9.9960	  8.1880	  10.812	 660.795
 3304	  9.9960	  8.1905	  10.815	 660.995
 3305	  9.9960	  8.1943	  10.819	 661.195
 3306	  9.9960	  8.1980	  10.823	 661.395
 3307	  9.9960	  8.2005	  10.825	 661.595
 3308	  9.9960	  8.2043	  10.829	 661.795
 3309	  9.9960	  8.2080	  10.832	 661.995
 3310	  9.9960	  8.2105	  10.835	 662.195
 3311	  9.9960	  8.2143	  10.839	 662.395
 3312	  9.9960	  8.2180	  10.842	 662.595
 3313	  9.9960	  8.2205	  10.845	 662.795
 3314	  9.9960	  8.2243	  10.849	 662.995
 3315	  9.9960	  8.2268	  10.851	 663.195
 3316	  9.9960	  8.2305	  10.855	 663.395
 3317	  9.9960	  8.2343	  10.859	 663.595
 3318	  9.9960	  8.2368	  10.861	 663.795
 3319	  9.9960	  8.2405	  10.865	 663.995
 3320	  9.9960	  8.2443	  10.869	 664.195
 3321	  9.9960	  8.2468	  10.871	 664.395
 3322	 10.0000	  8.2505	  10.875	 664.595
 3323	  9.9960	  8.2543	  10.879	 664.795
 3324	 10.0000	  8.2568	  10.881	 664.995
 3325	 10.0000	  8.2605	  10.885	 665.195
 3326	 10.0000	  8.2643	  10.889	 665.395
 3327	 10.0000	  8.2668	  10.891	 665.595
 3328	 10.0040	  8.2705	  10.895	 665.795
 3329	 10.0000	  8.2743	  10.899	 665.995
 3330	 10.0000	  8.2768	  10.901	 666.195
 3331	 10.0000	  8.2805	  10.905	 666.395
 3332	 10.0000	  8.2830	  10.907	 666.595
 3333	 10.0000	  8.2868	  10.911	 666.795
 3334	 10.0000	  8.2905	  10.915	 666.995
 3335	 10.0000	  8.2930	  10.917	 667.195
 3336	 10.0000	  8.2968	  10.921	 667.395
 3337	 10.0040	  8.3005	  10.925	 667.595
 3338	 10.0000	  8.3030	  10.927	 667.795
 3339	 10.0000	  8.3068	  10.931	 667.995
 3340	 10.0040	  8.3105	  10.935	 668.195
 3341	 10.0040	  8.3130	  10.938	 668.395
 3342	 10.0040	  8.3168	  10.941	 668.595
 3343	 10.0000	  8.3205	  10.945	 668.795
 3344	 10.0040	  8.3230	  10.948	 668.995
 3345	 10.0040	  8.3268	  10.951	 669.195
 3346	 10.0040	  8.3293	  10.954	 669.395
 3347	 10.0040	  8.3330	  10.957	 669.595
 3348	 10.0000	  8.3368	  10.961	 669.795
 3349	 10.0040	  8.3393	  10.964	 669.995
 3350	 10.0000	  8.3430	  10.967	 670.195
 3351	 10.0040	  8.3468	  10.971	 670.395
 3352	 10.0040	  8.3493	  10.974	 670.595
 3353	 10.0040	  8.3530	  10.977	 670.795
 3354	 10.0040	  8.3568	  10.981	 670.995
 3355	 10.0040	  8.3593	  10.984	 671.195
 3356	 10.0040	  8.3630	  10.988	 671.395
 3357	 10.0040	  8.3668	  10.991	 671.595
 3358	 10.0040	  8.3693	  10.994	 671.795
 3359	 10.0040	  8.3730	  10.997	 671.995
 3360	 10.0040	  8.3768	  11.001	 672.195
 3361	 10.0040	  8.3793	  11.004	 672.395
 3362	 10.0040	  8.3830	  11.007	 672.595
 3363	 10.0040	  8.3868	  11.011	 672.795
 3364	 10.0040	  8.3893	  11.014	 672.995
 3365	 10.0040	  8.3930	  11.017	 673.195
 3366	 10.0080	  8.3955	  11.020	 673.395
 3367	 10.0040	  8.3993	  11.024	 673.595
 3368	 10.0040	  8.4030	  11.028	 673.795
 3369	 10.0040	  8.4055	  11.030	 673.995
 3370	 10.0080	  8.4093	  11.034	 674.195
 3371	 10.0080	  8.4130	  11.037	 674.395
 3372	 10.0080	  8.4155	  11.040	 674.595
 3373	 10.0080	  8.4193	  11.044	 674.795
 3374	 10.0080	  8.4230	  11.047	 674.995
 3375	 10.0080	  8.4255	  11.050	 675.195
 3376	 10.0080	  8.4293	  11.054	 675.395
 3377	 10.0080	  8.4330	  11.057	 675.595
 3378	 10.0080	  8.4355	  11.060	 675.795
 3379	 10.0080	  8.4393	  11.064	 675.995
 3380	 10.0080	  8.4430	  11.068	 676.195
 3381	 10.0080	  8.4455	  11.070	 676.395
 3382	 10.0080	  8.4493	  11.074	 676.595
 3383	 10.0080	  8.4530	  11.077	 676.795
 3384	 10.0080	  8.4555	  11.080	 676.995
 3385	 10.0080	  8.4593	  11.084	 677.195
 3386	 10.0080	  8.4630	  11.087	 677.395
 3387	 10.0080	  8.4655	  11.090	 677.595
 3388	 10.0080	  8.4693	  11.094	 677.795
 3389	 10.0080	  8.4730	  11.097	 677.995
 3390	 10.0080	  8.4755	  11.100	 678.195
 3391	 10.0080	  8.4793	  11.104	 678.395
 3392	 10.0080	  8.4830	  11.108	 678.595
 3393	 10.0120	  8.4855	  11.110	 678.795
 3394	 10.0080	  8.4893	  11.114	 678.995
 3395	 10.0080	  8.4930	  11.117	 679.195
 3396	 10.0080	  8.4955	  11.120	 679.395
 3397	 10.0120	  8.4993	  11.124	 679.595
 3398	 10.0120	  8.5030	  11.127	 679.795
 3399	 10.0120	  8.5055	  11.130	 679.995
 3400	 10.0120	  8.5093	  11.134	 680.195
 3401	 10.0120	  8.5130	  11.137	 680.395
 3402	 10.0120	  8.5155	  11.140	 680.595
 3403	 10.0120	  8.5193	  11.144	 680.795
 3404	 10.0080	  8.5230	  11.148	 680.995
 3405	 10.0120	  8.5255	  11.150	 681.195
 3406	 10.0120	  8.5293	  11.154	 681.395
 3407	 10.0120	  8.5318	  11.156	 681.595
 3408	 10.0120	  8.5355	  11.160	 681.795
 3409	 10.0080	  8.5393	  11.164	 681.995
 3410	 10.0120	  8.5418	  11.166	 682.195
 3411	 10.0120	  8.5455	  11.170	 682.395
 3412	 10.0120	  8.5493	  11.174	 682.595
 3413	 10.0120	  8.5518	  11.176	 682.795
 3414	 10.0120	  8.5555	  11.180	 682.995
 3415	 10.0120	  8.5593	  11.184	 683.195
 3416	 10.0120	  8.5618	  11.186	 683.395
 3417	 10.0120	  8.5655	  11.190	 683.595
 3418	 10.0120	  8.5693	  11.194	 683.795
 3419	 10.0120	  8.5718	  11.196	 683.995
 3420	 10.0120	  8.5755	  11.200	 684.195
 3421	 10.0120	  8.5793	  11.204	 684.395
 3422	 10.0120	  8.5818	  11.206	 684.595
 3423	 10.0120	  8.5855	  11.210	 684.795
 3424	 10.0120	  8.5893	  11.214	 684.995
 3425	 10.0120	  8.5918	  11.216	 685.195
 3426	 10.0120	  8.5955	  11.220	 685.395
 3427	 10.0120	  8.5993	  11.224	 685.595
 3428	 10.0120	  8.6018	  11.226	 685.795
 3429	 10.0120	  8.6055	  11.230	 685.995
 3430	 10.0120	  8.6093	  11.234	 686.195
 3431	 10.0160	  8.6118	  11.236	 686.395
 3432	 10.0120	  8.6155	  11.240	 686.595
 3433	 10.0160	  8.6180	  11.242	 686.795
 3434	 10.0160	  8.6218	  11.246	 686.995
 3435	 10.0120	  8.6255	  11.250	 687.195
 3436	 10.0120	  8.6280	  11.252	 687.395
 3437	 10.0160	  8.6318	  11.256	 687.595
 3438	 10.0120	  8.6355	  11.260	 687.795
 3439	 10.0160	  8.6380	  11.262	 687.995
 3440	 10.0160	  8.6418	  11.266	 688.195
 3441	 10.0160	  8.6455	  11.270	 688.395
 3442	 10.0160	  8.6480	  11.273	 688.595
 3443	 10.0160	  8.6518	  11.276	 688.795
 3444	 10.0160	  8.6543	  11.279	 688.995
 3445	 10.0160	  8.6580	  11.282	 689.195
 3446	 10.0160	  8.6618	  11.286	 689.395
 3447	 10.0160	  8.6643	  11.289	 689.595
 3448	 10.0160	  8.6680	  11.292	 689.795
 3449	 10.0160	  8.6718	  11.296	 689.995
 3450	 10.0160	  8.6743	  11.299	 690.195
 3451	 10.0160	  8.6780	  11.302	 690.395
 3452	 10.0160	  8.6818	  11.306	 690.595
 3453	 10.0160	  8.6843	  11.309	 690.795
 3454	 10.0160	  8.6880	  11.312	 690.995
 3455	 10.0160	  8.6905	  11.315	 691.195
 3456	 10.0160	  8.6943	  11.319	 691.395
 3457	 10.0200	  8.6980	  11.322	 691.595
 3458	 10.0160	  8.7005	  11.325	 691.795
 3459	 10.0160	  8.7043	  11.329	 691.995
 3460	 10.0200	  8.7080	  11.332	 692.195
 3461	 10.0200	  8.7105	  11.335	 692.395
 3462	 10.0160	  8.7143	  11.339	 692.595
 3463	 10.0160	  8.7168	  11.341	 692.795
 3464	 10.0160	  8.7205	  11.345	 692.995
 3465	 10.0160	  8.7243	  11.349	 693.195
 3466	 10.0160	  8.7268	  11.351	 693.395
 3467	 10.0200	  8.7305	  11.355	 693.595
 3468	 10.0200	  8.7343	  11.359	 693.795
 3469	 10.0200	  8.7368	  11.361	 693.995
 3470	 10.0160	  8.7405	  11.365	 694.195
 3471	 10.0160	  8.7430	  11.367	 694.395
 3472	 10.0200	  8.7468	  11.371	 694.595
 3473	 10.0200	  8.7505	  11.375	 694.795
 3474	 10.0200	  8.7530	  11.377	 694.995
 3475	 10.0160	  8.7568	  11.381	 695.195
 3476	 10.0200	  8.7593	  11.384	 695.395
 3477	 10.0200	  8.7630	  11.387	 695.595
 3478	 10.0200	  8.7655	  11.390	 695.795
 3479	 10.0200	  8.7693	  11.394	 695.995
 3480	 10.0200	  8.7730	  11.398	 696.195
 3481	 10.0200	  8.7755	  11.400	 696.395
 3482	 10.0200	  8.7793	  11.404	 696.595
 3483	 10.0200	  8.7830	  11.407	 696.795
 3484	 10.0200	  8.7855	  11.410	 696.995
 3485	 10.0200	  8.7893	  11.414	 697.195
 3486	 10.0200	  8.7930	  11.417	 697.395
 3487	 10.0200	  8.7955	  11.420	 697.595
 3488	 10.0200	  8.7993	  11.424	 697.795
 3489	 10.0200	  8.8030	  11.427	 697.995
 3490	 10.0200	  8.8055	  11.430	 698.195
 3491	 10.0200	  8.8093	  11.434	 698.395
 3492	 10.0200	  8.8130	  11.438	 698.595
 3493	 10.0200	  8.8155	  11.440	 698.795
 3494	 10.0200	  8.8193	  11.444	 698.995
 3495	 10.0200	  8.8230	  11.447	 699.195
 3496	 10.0200	  8.8268	  11.451	 699.395
 3497	 10.0200	  8.8293	  11.454	 699.595
 3498	 10.0200	  8.8330	  11.457	 699.795
 3499	 10.0200	  8.8368	  11.461	 699.995
 3500	 10.0200	  8.8393	  11.464	 700.195
 3501	 10.0200	  8.8430	  11.467	 700.395
 3502	 10.0200	  8.8468	  11.471	 700.595
 3503	 10.0200	  8.8493	  11.474	 700.795
 3504	 10.0200	  8.8530	  11.477	 700.995
 3505	 10.0200	  8.8568	  11.481	 701.195
 3506	 10.0200	  8.8605	  11.485	 701.395
 3507	 10.0200	  8.8630	  11.488	 701.595
 3508	 10.0200	  8.8668	  11.491	 701.795
 3509	 10.0200	  8.8705	  11.495	 701.995
 3510	 10.0200	  8.8730	  11.497	 702.195
 3511	 10.0200	  8.8768	  11.501	 702.395
 3512	 10.0240	  8.8805	  11.505	 702.595
 3513	 10.0240	  8.8830	  11.507	 702.795
 3514	 10.0200	  8.8868	  11.511	 702.995
 3515	 10.0240	  8.8905	  11.515	 703.195
