0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2016-4-13
1020
001
DataNumber:	4830
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 2469	  9.7120	  5.7520	   8.086	 493.995
 2470	  9.7120	  5.7540	   8.090	 494.195
 2471	  9.7120	  5.7520	   8.092	 494.395
 2472	  9.7120	  5.7540	   8.096	 494.595
 2473	  9.7160	  5.7580	   8.100	 494.795
 2474	  9.7160	  5.7600	   8.102	 494.995
 2475	  9.7160	  5.7640	   8.106	 495.195
 2476	  9.7160	  5.7660	   8.110	 495.395
 2477	  9.7160	  5.7700	   8.113	 495.595
 2478	  9.7160	  5.7720	   8.116	 495.795
 2479	  9.7160	  5.7740	   8.120	 495.995
 2480	  9.7160	  5.7780	   8.122	 496.195
 2481	  9.7160	  5.7800	   8.126	 496.395
 2482	  9.7200	  5.7840	   8.130	 496.595
 2483	  9.7200	  5.7860	   8.132	 496.795
 2484	  9.7200	  5.7900	   8.136	 496.995
 2485	  9.7200	  5.7920	   8.140	 497.195
 2486	  9.7200	  5.7940	   8.142	 497.395
 2487	  9.7240	  5.7980	   8.146	 497.595
 2488	  9.7240	  5.8000	   8.150	 497.795
 2489	  9.7240	  5.8020	   8.153	 497.995
 2490	  9.7240	  5.8060	   8.156	 498.195
 2491	  9.7240	  5.8080	   8.160	 498.395
 2492	  9.7240	  5.8120	   8.162	 498.595
 2493	  9.7240	  5.8140	   8.166	 498.795
 2494	  9.7280	  5.8160	   8.170	 498.995
 2495	  9.7240	  5.8200	   8.172	 499.195
 2496	  9.7280	  5.8220	   8.176	 499.395
 2497	  9.7280	  5.8260	   8.179	 499.595
 2498	  9.7280	  5.8280	   8.182	 499.795
 2499	  9.7280	  5.8300	   8.186	 499.995
 2500	  9.7280	  5.8340	   8.189	 500.195
 2501	  9.7280	  5.8360	   8.193	 500.395
 2502	  9.7280	  5.8400	   8.196	 500.595
 2503	  9.7280	  5.8420	   8.199	 500.795
 2504	  9.7280	  5.8440	   8.202	 500.995
 2505	  9.7320	  5.8480	   8.206	 501.195
 2506	  9.7320	  5.8500	   8.209	 501.395
 2507	  9.7320	  5.8520	   8.212	 501.595
 2508	  9.7320	  5.8560	   8.216	 501.795
 2509	  9.7320	  5.8580	   8.219	 501.995
 2510	  9.7320	  5.8620	   8.222	 502.195
 2511	  9.7320	  5.8640	   8.226	 502.395
 2512	  9.7320	  5.8680	   8.229	 502.595
 2513	  9.7320	  5.8700	   8.233	 502.795
 2514	  9.7320	  5.8720	   8.235	 502.995
 2515	  9.7360	  5.8760	   8.239	 503.195
 2516	  9.7360	  5.8780	   8.242	 503.395
 2517	  9.7360	  5.8820	   8.245	 503.595
 2518	  9.7360	  5.8840	   8.249	 503.795
 2519	  9.7360	  5.8860	   8.252	 503.995
 2520	  9.7400	  5.8900	   8.255	 504.195
 2521	  9.7400	  5.8920	   8.259	 504.395
 2522	  9.7400	  5.8940	   8.261	 504.595
 2523	  9.7400	  5.8980	   8.265	 504.795
 2524	  9.7400	  5.9000	   8.269	 504.995
 2525	  9.7400	  5.9040	   8.271	 505.195
 2526	  9.7400	  5.9060	   8.275	 505.395
 2527	  9.7400	  5.9080	   8.279	 505.595
 2528	  9.7400	  5.9120	   8.281	 505.795
 2529	  9.7400	  5.9160	   8.285	 505.995
 2530	  9.7440	  5.9180	   8.289	 506.195
 2531	  9.7440	  5.9200	   8.291	 506.395
 2532	  9.7440	  5.9240	   8.295	 506.595
 2533	  9.7440	  5.9260	   8.299	 506.795
 2534	  9.7440	  5.9280	   8.301	 506.995
 2535	  9.7480	  5.9320	   8.305	 507.195
 2536	  9.7440	  5.9340	   8.309	 507.395
 2537	  9.7480	  5.9360	   8.311	 507.595
 2538	  9.7480	  5.9400	   8.315	 507.795
 2539	  9.7480	  5.9420	   8.318	 507.995
 2540	  9.7480	  5.9460	   8.321	 508.195
 2541	  9.7480	  5.9480	   8.325	 508.395
 2542	  9.7480	  5.9520	   8.327	 508.595
 2543	  9.7520	  5.9540	   8.331	 508.795
 2544	  9.7480	  5.9560	   8.335	 508.995
 2545	  9.7520	  5.9600	   8.337	 509.195
 2546	  9.7520	  5.9620	   8.341	 509.395
 2547	  9.7520	  5.9660	   8.345	 509.595
 2548	  9.7520	  5.9680	   8.347	 509.795
 2549	  9.7520	  5.9700	   8.351	 509.995
 2550	  9.7560	  5.9740	   8.354	 510.195
 2551	  9.7560	  5.9760	   8.358	 510.395
 2552	  9.7560	  5.9800	   8.361	 510.595
 2553	  9.7520	  5.9820	   8.364	 510.795
 2554	  9.7560	  5.9840	   8.367	 510.995
 2555	  9.7560	  5.9880	   8.371	 511.195
 2556	  9.7560	  5.9900	   8.374	 511.395
 2557	  9.7560	  5.9940	   8.377	 511.595
 2558	  9.7600	  5.9960	   8.381	 511.795
 2559	  9.7600	  6.0000	   8.384	 511.995
 2560	  9.7600	  6.0020	   8.387	 512.195
 2561	  9.7600	  6.0040	   8.390	 512.395
 2562	  9.7640	  6.0080	   8.394	 512.595
 2563	  9.7600	  6.0100	   8.398	 512.795
 2564	  9.7600	  6.0140	   8.400	 512.995
 2565	  9.7600	  6.0160	   8.404	 513.195
 2566	  9.7600	  6.0180	   8.408	 513.395
 2567	  9.7600	  6.0220	   8.410	 513.595
 2568	  9.7640	  6.0240	   8.414	 513.795
 2569	  9.7640	  6.0260	   8.416	 513.995
 2570	  9.7640	  6.0300	   8.420	 514.195
 2571	  9.7640	  6.0320	   8.424	 514.395
 2572	  9.7640	  6.0360	   8.426	 514.595
 2573	  9.7640	  6.0380	   8.430	 514.795
 2574	  9.7640	  6.0400	   8.432	 514.995
 2575	  9.7640	  6.0440	   8.436	 515.195
 2576	  9.7640	  6.0460	   8.440	 515.395
 2577	  9.7680	  6.0500	   8.443	 515.595
 2578	  9.7680	  6.0520	   8.446	 515.795
 2579	  9.7680	  6.0560	   8.450	 515.995
 2580	  9.7680	  6.0580	   8.452	 516.195
 2581	  9.7680	  6.0600	   8.456	 516.395
 2582	  9.7680	  6.0640	   8.459	 516.595
 2583	  9.7720	  6.0660	   8.462	 516.795
 2584	  9.7720	  6.0700	   8.466	 516.995
 2585	  9.7720	  6.0720	   8.469	 517.195
 2586	  9.7720	  6.0760	   8.472	 517.395
 2587	  9.7720	  6.0780	   8.475	 517.595
 2588	  9.7720	  6.0800	   8.479	 517.795
 2589	  9.7760	  6.0840	   8.483	 517.995
 2590	  9.7760	  6.0860	   8.485	 518.195
 2591	  9.7760	  6.0900	   8.489	 518.395
 2592	  9.7760	  6.0920	   8.491	 518.595
 2593	  9.7720	  6.0940	   8.495	 518.795
 2594	  9.7760	  6.0980	   8.497	 518.995
 2595	  9.7760	  6.1000	   8.501	 519.195
 2596	  9.7760	  6.1040	   8.505	 519.395
 2597	  9.7760	  6.1060	   8.507	 519.595
 2598	  9.7760	  6.1080	   8.511	 519.795
 2599	  9.7760	  6.1120	   8.514	 519.995
 2600	  9.7760	  6.1140	   8.517	 520.195
 2601	  9.7800	  6.1180	   8.520	 520.395
 2602	  9.7760	  6.1200	   8.524	 520.595
 2603	  9.7800	  6.1220	   8.526	 520.795
 2604	  9.7800	  6.1260	   8.530	 520.995
 2605	  9.7800	  6.1260	   8.533	 521.195
 2606	  9.7800	  6.1280	   8.536	 521.395
 2607	  9.7800	  6.1300	   8.539	 521.595
 2608	  9.7840	  6.1340	   8.542	 521.795
 2609	  9.7800	  6.1360	   8.545	 521.995
 2610	  9.7800	  6.1400	   8.549	 522.195
 2611	  9.7840	  6.1420	   8.551	 522.395
 2612	  9.7840	  6.1460	   8.555	 522.595
 2613	  9.7840	  6.1480	   8.557	 522.795
 2614	  9.7840	  6.1500	   8.561	 522.995
 2615	  9.7840	  6.1540	   8.564	 523.195
 2616	  9.7840	  6.1560	   8.568	 523.395
 2617	  9.7840	  6.1600	   8.570	 523.595
 2618	  9.7880	  6.1620	   8.574	 523.795
 2619	  9.7880	  6.1660	   8.576	 523.995
 2620	  9.7880	  6.1680	   8.580	 524.195
 2621	  9.7880	  6.1700	   8.582	 524.395
 2622	  9.7880	  6.1740	   8.586	 524.595
 2623	  9.7880	  6.1760	   8.590	 524.795
 2624	  9.7880	  6.1800	   8.592	 524.995
 2625	  9.7880	  6.1820	   8.596	 525.195
 2626	  9.7880	  6.1860	   8.599	 525.395
 2627	  9.7880	  6.1880	   8.602	 525.595
 2628	  9.7920	  6.1900	   8.605	 525.795
 2629	  9.7920	  6.1940	   8.609	 525.995
 2630	  9.7920	  6.1960	   8.611	 526.195
 2631	  9.7920	  6.2000	   8.615	 526.395
 2632	  9.7920	  6.2020	   8.617	 526.595
 2633	  9.7920	  6.2040	   8.621	 526.795
 2634	  9.7920	  6.2080	   8.624	 526.995
 2635	  9.7920	  6.2100	   8.627	 527.195
 2636	  9.7960	  6.2140	   8.630	 527.395
 2637	  9.7920	  6.2160	   8.634	 527.595
 2638	  9.7960	  6.2200	   8.637	 527.795
 2639	  9.7960	  6.2220	   8.640	 527.995
 2640	  9.7960	  6.2240	   8.644	 528.195
 2641	  9.7960	  6.2280	   8.646	 528.395
 2642	  9.7960	  6.2300	   8.650	 528.595
 2643	  9.7960	  6.2340	   8.653	 528.795
 2644	  9.8000	  6.2360	   8.656	 528.995
 2645	  9.8000	  6.2400	   8.659	 529.195
 2646	  9.8000	  6.2420	   8.662	 529.395
 2647	  9.7960	  6.2440	   8.665	 529.595
 2648	  9.8000	  6.2480	   8.669	 529.795
 2649	  9.8000	  6.2500	   8.671	 529.995
 2650	  9.8000	  6.2540	   8.674	 530.195
 2651	  9.8000	  6.2560	   8.677	 530.395
 2652	  9.8000	  6.2580	   8.680	 530.595
 2653	  9.8040	  6.2620	   8.684	 530.795
 2654	  9.8040	  6.2640	   8.688	 530.995
 2655	  9.8040	  6.2680	   8.690	 531.195
 2656	  9.8040	  6.2700	   8.694	 531.395
 2657	  9.8040	  6.2720	   8.698	 531.595
 2658	  9.8040	  6.2760	   8.700	 531.795
 2659	  9.8040	  6.2780	   8.704	 531.995
 2660	  9.8040	  6.2820	   8.707	 532.195
 2661	  9.8040	  6.2840	   8.710	 532.395
 2662	  9.8040	  6.2880	   8.714	 532.595
 2663	  9.8040	  6.2900	   8.716	 532.795
 2664	  9.8040	  6.2920	   8.720	 532.995
 2665	  9.8040	  6.2960	   8.722	 533.195
 2666	  9.8080	  6.2980	   8.726	 533.395
 2667	  9.8080	  6.3020	   8.729	 533.595
 2668	  9.8080	  6.3040	   8.733	 533.795
 2669	  9.8080	  6.3080	   8.735	 533.995
 2670	  9.8080	  6.3100	   8.739	 534.195
 2671	  9.8080	  6.3120	   8.741	 534.395
 2672	  9.8080	  6.3160	   8.745	 534.595
 2673	  9.8120	  6.3180	   8.747	 534.795
 2674	  9.8120	  6.3220	   8.751	 534.995
 2675	  9.8080	  6.3240	   8.754	 535.195
 2676	  9.8080	  6.3280	   8.757	 535.395
 2677	  9.8120	  6.3300	   8.760	 535.595
 2678	  9.8120	  6.3320	   8.764	 535.795
 2679	  9.8120	  6.3360	   8.767	 535.995
 2680	  9.8160	  6.3380	   8.770	 536.195
 2681	  9.8160	  6.3420	   8.774	 536.395
 2682	  9.8160	  6.3440	   8.776	 536.595
 2683	  9.8160	  6.3460	   8.780	 536.795
 2684	  9.8160	  6.3500	   8.783	 536.995
 2685	  9.8160	  6.3520	   8.786	 537.195
 2686	  9.8160	  6.3560	   8.789	 537.395
 2687	  9.8160	  6.3580	   8.792	 537.595
 2688	  9.8160	  6.3620	   8.795	 537.795
 2689	  9.8160	  6.3640	   8.799	 537.995
 2690	  9.8160	  6.3660	   8.802	 538.195
 2691	  9.8200	  6.3700	   8.805	 538.395
 2692	  9.8200	  6.3720	   8.809	 538.595
 2693	  9.8200	  6.3740	   8.811	 538.795
 2694	  9.8200	  6.3780	   8.815	 538.995
 2695	  9.8200	  6.3800	   8.818	 539.195
 2696	  9.8200	  6.3840	   8.821	 539.395
 2697	  9.8240	  6.3860	   8.825	 539.595
 2698	  9.8240	  6.3900	   8.827	 539.795
 2699	  9.8240	  6.3920	   8.831	 539.995
 2700	  9.8240	  6.3940	   8.834	 540.195
 2701	  9.8240	  6.3980	   8.837	 540.395
 2702	  9.8240	  6.4000	   8.840	 540.595
 2703	  9.8240	  6.4040	   8.844	 540.795
 2704	  9.8240	  6.4060	   8.847	 540.995
 2705	  9.8280	  6.4100	   8.850	 541.195
 2706	  9.8240	  6.4120	   8.854	 541.395
 2707	  9.8280	  6.4140	   8.858	 541.595
 2708	  9.8240	  6.4180	   8.860	 541.795
 2709	  9.8280	  6.4200	   8.864	 541.995
 2710	  9.8280	  6.4240	   8.866	 542.195
 2711	  9.8280	  6.4260	   8.870	 542.395
 2712	  9.8280	  6.4280	   8.872	 542.595
 2713	  9.8280	  6.4320	   8.876	 542.795
 2714	  9.8280	  6.4340	   8.880	 542.995
 2715	  9.8280	  6.4360	   8.882	 543.195
 2716	  9.8280	  6.4400	   8.886	 543.395
 2717	  9.8320	  6.4420	   8.889	 543.595
 2718	  9.8280	  6.4460	   8.892	 543.795
 2719	  9.8320	  6.4480	   8.895	 543.995
 2720	  9.8280	  6.4520	   8.899	 544.195
 2721	  9.8320	  6.4540	   8.903	 544.395
 2722	  9.8320	  6.4560	   8.905	 544.595
 2723	  9.8320	  6.4600	   8.909	 544.795
 2724	  9.8320	  6.4620	   8.911	 544.995
 2725	  9.8320	  6.4660	   8.915	 545.195
 2726	  9.8320	  6.4680	   8.919	 545.395
 2727	  9.8320	  6.4700	   8.921	 545.595
 2728	  9.8320	  6.4740	   8.925	 545.795
 2729	  9.8320	  6.4760	   8.927	 545.995
 2730	  9.8320	  6.4800	   8.931	 546.195
 2731	  9.8360	  6.4820	   8.934	 546.395
 2732	  9.8360	  6.4860	   8.938	 546.595
 2733	  9.8360	  6.4880	   8.941	 546.795
 2734	  9.8360	  6.4900	   8.944	 546.995
 2735	  9.8360	  6.4940	   8.948	 547.195
 2736	  9.8360	  6.4960	   8.950	 547.395
 2737	  9.8360	  6.5000	   8.954	 547.595
 2738	  9.8360	  6.5020	   8.957	 547.795
 2739	  9.8400	  6.5060	   8.960	 547.995
 2740	  9.8360	  6.5080	   8.964	 548.195
 2741	  9.8360	  6.5100	   8.966	 548.395
 2742	  9.8400	  6.5140	   8.970	 548.595
 2743	  9.8400	  6.5160	   8.974	 548.795
 2744	  9.8400	  6.5180	   8.976	 548.995
 2745	  9.8400	  6.5220	   8.980	 549.195
 2746	  9.8400	  6.5240	   8.983	 549.395
 2747	  9.8440	  6.5280	   8.986	 549.595
 2748	  9.8400	  6.5300	   8.990	 549.795
 2749	  9.8440	  6.5320	   8.992	 549.995
 2750	  9.8440	  6.5360	   8.996	 550.195
 2751	  9.8440	  6.5380	   8.999	 550.395
 2752	  9.8440	  6.5420	   9.002	 550.595
 2753	  9.8440	  6.5440	   9.005	 550.795
 2754	  9.8440	  6.5480	   9.009	 550.995
 2755	  9.8440	  6.5500	   9.012	 551.195
 2756	  9.8440	  6.5520	   9.015	 551.395
 2757	  9.8440	  6.5560	   9.019	 551.595
 2758	  9.8480	  6.5580	   9.021	 551.795
 2759	  9.8440	  6.5620	   9.025	 551.995
 2760	  9.8480	  6.5640	   9.029	 552.195
 2761	  9.8480	  6.5660	   9.031	 552.395
 2762	  9.8480	  6.5700	   9.035	 552.595
 2763	  9.8480	  6.5720	   9.037	 552.795
 2764	  9.8480	  6.5740	   9.041	 552.995
 2765	  9.8480	  6.5780	   9.044	 553.195
 2766	  9.8480	  6.5800	   9.047	 553.395
 2767	  9.8480	  6.5840	   9.051	 553.595
 2768	  9.8480	  6.5860	   9.054	 553.795
 2769	  9.8480	  6.5880	   9.057	 553.995
 2770	  9.8480	  6.5920	   9.060	 554.195
 2771	  9.8480	  6.5940	   9.064	 554.395
 2772	  9.8480	  6.5980	   9.068	 554.595
 2773	  9.8480	  6.6000	   9.070	 554.795
 2774	  9.8480	  6.6020	   9.074	 554.995
 2775	  9.8520	  6.6060	   9.077	 555.195
 2776	  9.8520	  6.6080	   9.080	 555.395
 2777	  9.8520	  6.6100	   9.084	 555.595
 2778	  9.8520	  6.6140	   9.086	 555.795
 2779	  9.8520	  6.6120	   9.090	 555.995
 2780	  9.8560	  6.6160	   9.094	 556.195
 2781	  9.8560	  6.6200	   9.096	 556.395
 2782	  9.8560	  6.6220	   9.100	 556.595
 2783	  9.8560	  6.6240	   9.102	 556.795
 2784	  9.8560	  6.6280	   9.106	 556.995
 2785	  9.8560	  6.6300	   9.110	 557.195
 2786	  9.8560	  6.6340	   9.113	 557.395
 2787	  9.8560	  6.6360	   9.116	 557.595
 2788	  9.8600	  6.6400	   9.120	 557.795
 2789	  9.8600	  6.6420	   9.122	 557.995
 2790	  9.8560	  6.6460	   9.126	 558.195
 2791	  9.8560	  6.6480	   9.129	 558.395
 2792	  9.8600	  6.6500	   9.132	 558.595
 2793	  9.8600	  6.6540	   9.136	 558.795
 2794	  9.8600	  6.6560	   9.139	 558.995
 2795	  9.8600	  6.6600	   9.142	 559.195
 2796	  9.8600	  6.6620	   9.145	 559.395
 2797	  9.8600	  6.6640	   9.149	 559.595
 2798	  9.8600	  6.6680	   9.153	 559.795
 2799	  9.8600	  6.6720	   9.155	 559.995
 2800	  9.8600	  6.6740	   9.159	 560.195
 2801	  9.8600	  6.6760	   9.161	 560.395
 2802	  9.8600	  6.6780	   9.165	 560.595
 2803	  9.8600	  6.6820	   9.169	 560.795
 2804	  9.8640	  6.6840	   9.171	 560.995
 2805	  9.8640	  6.6880	   9.175	 561.195
 2806	  9.8640	  6.6900	   9.179	 561.395
 2807	  9.8640	  6.6940	   9.181	 561.595
 2808	  9.8640	  6.6960	   9.185	 561.795
 2809	  9.8640	  6.7000	   9.188	 561.995
 2810	  9.8640	  6.7020	   9.191	 562.195
 2811	  9.8640	  6.7060	   9.195	 562.395
 2812	  9.8640	  6.7080	   9.198	 562.595
 2813	  9.8640	  6.7100	   9.201	 562.795
 2814	  9.8680	  6.7140	   9.205	 562.995
 2815	  9.8680	  6.7160	   9.207	 563.195
 2816	  9.8680	  6.7200	   9.211	 563.395
 2817	  9.8720	  6.7220	   9.215	 563.595
 2818	  9.8680	  6.7260	   9.217	 563.795
 2819	  9.8680	  6.7280	   9.221	 563.995
 2820	  9.8680	  6.7300	   9.225	 564.195
 2821	  9.8720	  6.7340	   9.227	 564.395
 2822	  9.8720	  6.7360	   9.231	 564.595
 2823	  9.8680	  6.7380	   9.235	 564.795
 2824	  9.8680	  6.7420	   9.238	 564.995
 2825	  9.8720	  6.7440	   9.241	 565.195
 2826	  9.8720	  6.7480	   9.245	 565.395
 2827	  9.8720	  6.7500	   9.247	 565.595
 2828	  9.8720	  6.7540	   9.251	 565.795
 2829	  9.8720	  6.7560	   9.255	 565.995
 2830	  9.8720	  6.7600	   9.257	 566.195
 2831	  9.8720	  6.7620	   9.261	 566.395
 2832	  9.8720	  6.7640	   9.265	 566.595
 2833	  9.8720	  6.7680	   9.267	 566.795
 2834	  9.8720	  6.7700	   9.271	 566.995
 2835	  9.8760	  6.7740	   9.275	 567.195
 2836	  9.8760	  6.7760	   9.278	 567.395
 2837	  9.8720	  6.7800	   9.281	 567.595
 2838	  9.8720	  6.7820	   9.285	 567.795
 2839	  9.8760	  6.7840	   9.287	 567.995
 2840	  9.8760	  6.7880	   9.291	 568.195
 2841	  9.8760	  6.7900	   9.295	 568.395
 2842	  9.8760	  6.7940	   9.297	 568.595
 2843	  9.8760	  6.7960	   9.301	 568.795
 2844	  9.8760	  6.8000	   9.305	 568.995
 2845	  9.8760	  6.8020	   9.307	 569.195
 2846	  9.8760	  6.8040	   9.311	 569.395
 2847	  9.8800	  6.8080	   9.314	 569.595
 2848	  9.8800	  6.8100	   9.318	 569.795
 2849	  9.8800	  6.8140	   9.321	 569.995
 2850	  9.8800	  6.8160	   9.324	 570.195
 2851	  9.8800	  6.8200	   9.327	 570.395
 2852	  9.8800	  6.8220	   9.331	 570.595
 2853	  9.8800	  6.8240	   9.334	 570.795
 2854	  9.8800	  6.8280	   9.337	 570.995
 2855	  9.8800	  6.8300	   9.340	 571.195
 2856	  9.8840	  6.8340	   9.344	 571.395
 2857	  9.8800	  6.8360	   9.347	 571.595
 2858	  9.8840	  6.8400	   9.350	 571.795
 2859	  9.8840	  6.8420	   9.354	 571.995
 2860	  9.8840	  6.8460	   9.358	 572.195
 2861	  9.8840	  6.8480	   9.360	 572.395
 2862	  9.8840	  6.8500	   9.364	 572.595
 2863	  9.8840	  6.8540	   9.367	 572.795
 2864	  9.8840	  6.8560	   9.370	 572.995
 2865	  9.8840	  6.8600	   9.374	 573.195
 2866	  9.8840	  6.8620	   9.377	 573.395
 2867	  9.8840	  6.8640	   9.380	 573.595
 2868	  9.8880	  6.8680	   9.384	 573.795
 2869	  9.8880	  6.8700	   9.387	 573.995
 2870	  9.8880	  6.8740	   9.390	 574.195
 2871	  9.8880	  6.8760	   9.394	 574.395
 2872	  9.8880	  6.8800	   9.398	 574.595
 2873	  9.8880	  6.8820	   9.400	 574.795
 2874	  9.8880	  6.8860	   9.404	 574.995
 2875	  9.8880	  6.8880	   9.407	 575.195
 2876	  9.8880	  6.8900	   9.410	 575.395
 2877	  9.8880	  6.8940	   9.414	 575.595
 2878	  9.8880	  6.8960	   9.417	 575.795
 2879	  9.8880	  6.9000	   9.420	 575.995
 2880	  9.8920	  6.9020	   9.424	 576.195
 2881	  9.8880	  6.9060	   9.427	 576.395
 2882	  9.8920	  6.9080	   9.430	 576.595
 2883	  9.8920	  6.9100	   9.434	 576.795
 2884	  9.8920	  6.9140	   9.438	 576.995
 2885	  9.8920	  6.9160	   9.440	 577.195
 2886	  9.8920	  6.9200	   9.444	 577.395
 2887	  9.8920	  6.9220	   9.446	 577.595
 2888	  9.8920	  6.9240	   9.450	 577.795
 2889	  9.8920	  6.9280	   9.454	 577.995
 2890	  9.8920	  6.9300	   9.456	 578.195
 2891	  9.8920	  6.9340	   9.460	 578.395
 2892	  9.8920	  6.9360	   9.464	 578.595
 2893	  9.8920	  6.9400	   9.466	 578.795
 2894	  9.8920	  6.9420	   9.470	 578.995
 2895	  9.8920	  6.9440	   9.474	 579.195
 2896	  9.8960	  6.9480	   9.476	 579.395
 2897	  9.8960	  6.9500	   9.480	 579.595
 2898	  9.8920	  6.9540	   9.484	 579.795
 2899	  9.8960	  6.9560	   9.486	 579.995
 2900	  9.8960	  6.9600	   9.490	 580.195
 2901	  9.8960	  6.9620	   9.492	 580.395
 2902	  9.8960	  6.9640	   9.496	 580.595
 2903	  9.8960	  6.9680	   9.500	 580.795
 2904	  9.8960	  6.9700	   9.502	 580.995
 2905	  9.8960	  6.9740	   9.506	 581.195
 2906	  9.8960	  6.9760	   9.510	 581.395
 2907	  9.9000	  6.9800	   9.512	 581.595
 2908	  9.9000	  6.9820	   9.516	 581.795
 2909	  9.9000	  6.9840	   9.520	 581.995
 2910	  9.9000	  6.9880	   9.523	 582.195
 2911	  9.9000	  6.9900	   9.526	 582.395
 2912	  9.9000	  6.9940	   9.529	 582.595
 2913	  9.9000	  6.9960	   9.532	 582.795
 2914	  9.9000	  6.9980	   9.536	 582.995
 2915	  9.9000	  7.0020	   9.539	 583.195
 2916	  9.9040	  7.0040	   9.542	 583.395
 2917	  9.9000	  7.0080	   9.546	 583.595
 2918	  9.9040	  7.0100	   9.549	 583.795
 2919	  9.9000	  7.0120	   9.552	 583.995
 2920	  9.9000	  7.0160	   9.555	 584.195
 2921	  9.9000	  7.0180	   9.559	 584.395
 2922	  9.9040	  7.0220	   9.562	 584.595
 2923	  9.9040	  7.0240	   9.565	 584.795
 2924	  9.9040	  7.0280	   9.569	 584.995
 2925	  9.9040	  7.0300	   9.573	 585.195
 2926	  9.9040	  7.0280	   9.575	 585.395
 2927	  9.9040	  7.0320	   9.579	 585.595
 2928	  9.9040	  7.0360	   9.581	 585.795
 2929	  9.9040	  7.0380	   9.585	 585.995
 2930	  9.9040	  7.0400	   9.589	 586.195
 2931	  9.9040	  7.0440	   9.591	 586.395
 2932	  9.9040	  7.0460	   9.595	 586.595
 2933	  9.9080	  7.0500	   9.597	 586.795
 2934	  9.9040	  7.0520	   9.601	 586.995
 2935	  9.9080	  7.0560	   9.605	 587.195
 2936	  9.9080	  7.0580	   9.608	 587.395
 2937	  9.9080	  7.0600	   9.611	 587.595
 2938	  9.9040	  7.0640	   9.614	 587.795
 2939	  9.9080	  7.0680	   9.617	 587.995
 2940	  9.9080	  7.0700	   9.621	 588.195
 2941	  9.9080	  7.0720	   9.624	 588.395
 2942	  9.9080	  7.0760	   9.627	 588.595
 2943	  9.9120	  7.0780	   9.630	 588.795
 2944	  9.9120	  7.0800	   9.634	 588.995
 2945	  9.9080	  7.0840	   9.637	 589.195
 2946	  9.9120	  7.0860	   9.640	 589.395
 2947	  9.9080	  7.0900	   9.644	 589.595
 2948	  9.9080	  7.0920	   9.648	 589.795
 2949	  9.9120	  7.0940	   9.650	 589.995
 2950	  9.9120	  7.0980	   9.654	 590.195
 2951	  9.9120	  7.1000	   9.656	 590.395
 2952	  9.9120	  7.1040	   9.660	 590.595
 2953	  9.9160	  7.1060	   9.664	 590.795
 2954	  9.9120	  7.1100	   9.666	 590.995
 2955	  9.9120	  7.1120	   9.670	 591.195
 2956	  9.9160	  7.1160	   9.672	 591.395
 2957	  9.9160	  7.1180	   9.676	 591.595
 2958	  9.9120	  7.1200	   9.680	 591.795
 2959	  9.9120	  7.1240	   9.682	 591.995
 2960	  9.9120	  7.1260	   9.686	 592.195
 2961	  9.9160	  7.1300	   9.689	 592.395
 2962	  9.9160	  7.1320	   9.693	 592.595
 2963	  9.9160	  7.1360	   9.696	 592.795
 2964	  9.9160	  7.1380	   9.699	 592.995
 2965	  9.9160	  7.1400	   9.702	 593.195
 2966	  9.9160	  7.1440	   9.705	 593.395
 2967	  9.9160	  7.1460	   9.709	 593.595
 2968	  9.9160	  7.1500	   9.712	 593.795
 2969	  9.9160	  7.1520	   9.715	 593.995
 2970	  9.9160	  7.1560	   9.719	 594.195
 2971	  9.9160	  7.1580	   9.721	 594.395
 2972	  9.9160	  7.1620	   9.725	 594.595
 2973	  9.9160	  7.1640	   9.729	 594.795
 2974	  9.9160	  7.1660	   9.731	 594.995
 2975	  9.9160	  7.1700	   9.735	 595.195
 2976	  9.9200	  7.1720	   9.738	 595.395
 2977	  9.9200	  7.1740	   9.741	 595.595
 2978	  9.9200	  7.1780	   9.744	 595.795
 2979	  9.9160	  7.1800	   9.747	 595.995
 2980	  9.9200	  7.1840	   9.751	 596.195
 2981	  9.9200	  7.1860	   9.754	 596.395
 2982	  9.9200	  7.1900	   9.757	 596.595
 2983	  9.9200	  7.1920	   9.760	 596.795
 2984	  9.9200	  7.1960	   9.764	 596.995
 2985	  9.9200	  7.1980	   9.767	 597.195
 2986	  9.9200	  7.2000	   9.770	 597.395
 2987	  9.9240	  7.2040	   9.774	 597.595
 2988	  9.9200	  7.2060	   9.778	 597.795
 2989	  9.9200	  7.2080	   9.780	 597.995
 2990	  9.9240	  7.2120	   9.784	 598.195
 2991	  9.9240	  7.2160	   9.786	 598.395
 2992	  9.9240	  7.2180	   9.790	 598.595
 2993	  9.9240	  7.2200	   9.794	 598.795
 2994	  9.9240	  7.2240	   9.796	 598.995
 2995	  9.9240	  7.2260	   9.800	 599.195
 2996	  9.9240	  7.2300	   9.802	 599.395
 2997	  9.9240	  7.2320	   9.806	 599.595
 2998	  9.9240	  7.2360	   9.810	 599.795
 2999	  9.9240	  7.2380	   9.812	 599.995
 3000	  9.9240	  7.2400	   9.816	 600.195
 3001	  9.9240	  7.2440	   9.819	 600.395
 3002	  9.9280	  7.2460	   9.823	 600.595
